"","datasongsmetadata.artist_name","datasongsmetadata$song_id","datasongsmetadata$title","datasongsanalysis$track_id"
"264","Matisyahu","SOWXKLQ12A8C13C221","Exaltation","TRACTLX128F42A51F6"
"265","Béla Fleck","SOUKQWD12AB017F89D","Punchdrunk","TRACTMI128F931B412"
"266","Jongo Trio","SOEWLTH12A6D4F8E29","Morena Boca De Ouro","TRACTOP128F147AAE1"
"267","Alice In Chains","SOOLVIB12A8C1408E2","Brother","TRACTIE128F92E473B"
"268","Eddie Money","SODWZGN12A8C142A38","Two Tickets To Paradise","TRACTUH128F92C93A3"
"269","Séamus Egan","SOYJCVS12AB01869B2","McDermott's / Boys of Blue Hill","TRACKXA12903CB6D40"
"270","Gary Moore","SORFAAB12A6D4F7EAC","Rockin' Every Night (Live)","TRACKAK128F1458461"
"271","Christina Aguilera","SOSJQKV12A8AE46270","Walk Away","TRACKAP128F425B741"
"272","David Tao","SOBJUNO12A8C13D478","Everything's Gone","TRACKVZ128F4285793"
"273","Jaime Urrutia","SOHEJGY12A8C13A71E","La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07)","TRACKVM128F4275B6E"
"274","Pepe Kalle","SOYYXTC12A8C143393","Roger Milla (Stadium Mix)","TRACKRY128F92EE3C9"
"275","Kiprich","SOMQZOX12AB01896D6","Dem a Talk","TRACKNZ12903CCE63A"
"276","Goatwhore","SOHEYVW12A8C131DAF","Forever Consumed Oblivion","TRACKWV128F934B6B0"
"277","Maurane / Lara Fabian","SOIUCMV12AB017DEDB","Mais La Vie","TRACKKI128F930CA83"
"278","Rita Chiarelli","SODGUVC12A8C142EBA","Doggin' Around","TRACKML128F428C905"
"279","Facto Delafe y las flores azules","SOKXTEN12A8C13B438","Enero en la playa (Edit)","TRACQUB128F427BA42"
"280","Carlos Nuñez","SOIZEZF12A8C13F7E9","A Costa De Galicia","TRACQML128F42AE513"
"281","Antonio Bribiesca","SOHERKR12AB018B158","Anillo de compromiso","TRACQDO12903CAE2DA"
"282","Trick Trick / Eminem","SOUHRQN12A58A7C12A","Welcome 2 Detroit","TRACQIR128F42BAA06"
"283","Sex Pistols","SOAOWLA12A6D4F7DD4","New York (Dave Goodman Demo Version) (Explicit)","TRACQFK128F14658B3"
"284","Franco","SOERSTG12AC4685824","Motindo Na Yo Te","TRACQKE12903D00CC7"
"285","Michael Jackson","SOGRKKB12A8C14595A","HISTORY","TRACQIS128F92CBED8"
"286","Pinchers","SOUYIJX12A6D4F96CE","For Your Eyes Only","TRACQIL128F931B8AD"
"287","3 Doors Down","SOSMURO12A8C13BBFE","Sarah Yellin'","TRACUEE128F427EA05"
"288","Kenny Price","SOZQILP12AB01869AB","Biloxi","TRACUDB128F932030C"
"289","The Rapture","SOITFPA12A670201C6","Killing","TRACUXJ128E0785F2B"
"290","Cândido","SORMKFV12A6D4FDC19","Sentimentos Desiguais","TRACUNV128F422663D"
"291","Elliot Goldenthal","SOFXCLQ12A6D4FA0DC","Bullet Frenzy","TRACUGA128F14ACFB8"
"292","Ramón Vargas_ Sängerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer","SOVYTTY12A8C131260","Adeste fideles","TRACUWW128F4248CAA"
"293","Behemoth","SOBXGKH12AB017DDB6","Before The Æons Came","TRACULD128F935A67B"
"294","Delroy Wilson","SOHWXJW12A8C144BE0","Baby You Got What It Takes - Original","TRACUIZ128F92D984B"
"295","Soilwork","SOUXAAJ12AB0189695","Machine Gun Majesty [Live] (Album Version)","TRACUMR128F932C675"
"296","Andre Popp","SOWDNTQ12A8AE47078","Fernando","TRACULH128F42287AB"
"297","Horace Andy","SOADEVO12A8AE4865B","Rastafari Prophecy","TRACUUJ128F422EFF8"
"298","Photo Atlas","SOIDERN12A58A795CC","Red Orange Yellow","TRACUCT128F422BC2F"
"299","Shaggy","SOSTONA12A81C22B18","Alimony","TRACUVF128F4250C51"
"300","Sade","SOUAFSX12AB017B642","Smooth Operator","TRACUCQ128F92FFBF7"
"301","Arkona","SONQTUH12AF72A47A7","Zalozniy","TRACUJR12903CA4D39"
"302","Snow Patrol","SOGWNKK12A6701D95A","Half The Fun","TRACVSS128E07846A7"
"303","Dinosaur Jr","SOWJCAE12AC46887E7","On The Brink","TRACVFF12903CF055A"
"304","Los Van Van","SOREYUK12A58A7A253","Consuelate Como Yo","TRACVGF128F4277847"
"305","Lara","SOZFCZN12AB017E894","Damit Du Dich in mich verliebst","TRACVTG128F92FE985"
"306","Nicole C. Mullen","SOSKVKM12A6702153C","This This (LP Version)","TRACVBQ128E07855EE"
"307","Outerspace","SORCPSR12A8C13E228","Drive By Music","TRACVTK128F4288966"
"308","Gloria Lasso","SORNEPM12AB0183895","Que Cosas_ Que Cosas","TRACVWI12903CA6A82"
"309","Les Sexareenos","SOYAJDV12AB01828DA","Ruby D.","TRACVZM12903CEAD72"
"310","Defect & Quixotic","SOADZHL12A8C13CE75","WristStraining Order","TRAJCVA128F426C51D"
"311","Rockin' Dopsie_ Jr.","SOZZWBA12A8C13F403","Down at the Mardi Gras","TRAJCYW128F92EEC32"
"312","Bad Azz","SOMAFMA12AB0182DB4","Ghetto","TRAJCLY128F930F893"
"313","Sir Douglas Quintet","SONURCP12A58A784D6","She's About A Mover","TRAJCHY128EF349619"
"314","Mario Rosenstock","SOJGVAK12A8AE46A93","Radio Roy II","TRAJCVY128F425EE35"
"315","Ray Conniff","SOKXISM12A8C14335E","Popsy","TRAJCDQ128F92C2B40"
"316","Major Lance","SOYVWTC12A8C135865","Come See","TRAJCJT128F4269E0C"
"317","Michelle Tumes","SOJHUPK12A6D4F69DC","Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version)","TRAJCIR128F146ABA7"
"318","Kitty Wells","SOIMJSO12AB0182125","This White Circle","TRAJCOV128F92FDF3F"
"319","Static-X","SOWLAHO12A6701E3D1","Love Dump (Demo Version)","TRAJCZE128E0785987"
"320","Gov't Mule","SOPWTLC12AB0184E34","Broke Down On The Brazos (Album)","TRAJCBF128F931B8BF"
"321","Chris Standring","SODPMBU12A58A7B076","Fat Tuesday","TRAJJCI12903CE53D7"
"322","Ismael Dueñas","SOWMUWV12A8C132F2B","You do something to me","TRAJJMB128F426BF4E"
"323","The Panic Channel","SOVXGLT12A6D4F952C","Awake","TRAJJBG128F148A7CA"
"324","Bad Azz","SOZBDWA12A6D4F7777","When You See Me","TRAJJPB128F1456D6A"
"325","The Galactic Heroes","SOQCSHQ12AB0182F0F","Cherokee","TRAJJMN128F9321946"
"326","El Gran Silencio","SONCUSG12A6D4F9316","Recordar Es Vivir","TRAJJIG128F1474EF0"
"327","Anané","SOEGCMJ12A58A7B0E6","Plastic People (Original Mix)","TRAJJYB12903CE5A10"
"328","FU-Schnickens","SOQORHS12A8C13B8BD","Heavenly Father","TRAJJNB128F42A0A4F"
"329","Rocker-T","SOFMTWO12AB0183C58","One Million Matches","TRAJJZZ128F930B88C"
"330","Sonny Terry & Brownie McGhee","SOUESGM12A8C136D78","Try Me One More Time","TRAJJON128F426EB30"
"331","Firehouse","SOHIWMN12A8C1315B6","Rock On The Radio","TRAJIUK128F42668E6"
"332","Perrey And Kingsley","SONMMMW12AB017DACF","The Minuet Of The Robots","TRAJIBJ128F930D55B"
"333","Cats In Boots","SORIYMI12AB0185013","Shotgun Sally","TRAJIKY128F932AD73"
"334","Maurice Larcange","SOFBRDB12AB017F2C2","Je T'Appartiens","TRAJIIF128F92E7FB1"
"335","Mau Mau","SOPESRK12A6D4F8B92","Paseo Colòn","TRAJIIR128F149AE01"
"336","Youves","SOZOTQZ12AB0187D9A","Another Djemba Djemba","TRAJIDY128F931C89D"
"337","Freddie King","SOJBCMD12A6D4F68B5","Hide Away","TRAJHHE128F146815C"
"338","Wild Horses","SOVDTAP12A8C13FE3D","Let It Bleed","TRAJHEN128F92CC43E"
"339","Francis Dunnery","SOQMFPS12A6D4F76D7","Grateful & Thankful","TRAJHYF128F1451DDF"
"340","Charlie Walker","SOVAZZK12AB018935A","That Little Ole Wine Drinker Me - Original","TRAJHRC128F9340CFA"
"341","Marcie Blane","SORWXCN12AB01811BC","After The Laughter","TRAJHOM128F93080EB"
"342","Twista","SODWYJL12A58A7BCE4","Pop Pop","TRAJHSS128F930F73A"
"343","Slum Village","SOJXYUF12AB0188969","CB4 (Instrumental Mix)","TRAJHSM12903CBFCCD"
"344","Beenie Man Featuring Janet Jackson","SOBGXEU12A8AE45903","Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson)","TRAJHCO128F42570C1"
"345","4Him","SOGZANN12AB018736A","Freedom","TRAJHEE12903CB937A"
"346","Georges Brassens","SOATZSD12A8C134212","Auprès De Mon Arbre","TRAJHCS128F93192B5"
"347","Malefaction","SOABPYH12A8C13CC48","Beothuck","TRAJHKT128F427FDCD"
"348","JERRY WALLACE","SOEAYQZ12AB0186BB1","You'll Never Know","TRAJHAH128F9314177"
"349","Morgion","SOHUDTL12AAFF43497","Basking Under a Blacksun Dawning","TRAJHDR128F92FA863"
"350","Jope Ruonansuu","SOVTAOG12AB018B126","Uu-Pee-Ämmät","TRAJHMX12903CD42C1"
"351","David Meece","SOPYZWR12AB0187A36","Touch My Hand [Remastered]","TRAJHFZ12903CE3121"
"352","Danny Wilson","SOCUSNQ12A8C138A86","Never Gonna Be The Same","TRAJHHJ128F4279625"
"353","Cindy Morgan","SOAKZHG12A8AE47669","I Love You (LP Version)","TRAJXAY128F4239110"
"354","Steve Vai","SOJMLXA12A8C12FB20","Brother","TRAJXNB128F4261F43"
"355","Deathstar","SOQFVIO12AB018BA75","Decline Of the Western Civilization","TRAJXBS12903CDCE2C"
"356","Generation X","SOFVXQF12A6D4F82F2","Dancing With Myself (BBC In Concert 01/01/81)","TRAJXED12903CC548C"
"357","Teijo Joutsela and Humppa-Veikot","SOMWQZF12A8C13C27E","Kesäilta Saimaalla","TRAJXSF128F42802FE"
"358","Vanessa Daou","SOUNPTA12AB0183132","Evening","TRAJXGX12903D077EC"
"359","Laidback Luke & Diplo","SOMUJKH12AB01842E2","Hey!","TRAJXHP128F9344F44"
"360","Moon Mullican","SONJBDA12AB0183CFD","What's The Matter With The Mill","TRAJXUS128F9309CEE"
"361","Burning Spear","SOUFLXO12A6701DD54","Civilized Reggae","TRAJXNN128E078F945"
"362","The Edgar Broughton Band","SOGNDRY12AC9075738","What Is A Woman For? (BBC In Concert)","TRAJXOD12903CFC833"
"363","Aleks Syntek","SOODPLC12AB0182FDE","Otra Parte De Mi (1997 Digital Remaster)","TRAJXOF128F933407C"
"364","Wes King","SOJGPVN12A8C136BCF","Cover To Cover","TRAJXRE128F425A63C"
"365","Los Del Rio","SOTJEIC12A8C139054","Macarena","TRAJXQL128F428CAF0"
"366","Jefferson Starship","SOXYLNP12A58A77347","Let me fly","TRAJXYE128F92C9BD7"
"367","Joe Satriani","SOZHDIA12A58A80F93","Midnight","TRAJXKX128F428021C"
"368","Utopia","SOTLRMZ12A58A7DED5","Magic Dragon Theatre","TRAJOIH128F14B08F7"
"369","Wolfmother","SOCVOFW12A6D227200","Dimension","TRAJOPN128F423BEC3"
"370","Suicidal Tendencies","SOCOLNA12A8C131D81","It's Going Down","TRAJOWK128F4263735"
"371","At All Cost","SOFDNHE12AB0181EF1","These Nest Five Years","TRAJOER128F92F145A"
"372","Schoolyard Heroes","SOQHAQM12A58A7A25B","I Want Your Soul For Christmas","TRAJONM128F92F543D"
"373","Malkit Singh","SOVQSBI12AB017F0E5","Nach Ke VEkha Bhabhiyie","TRAJOPD128F92FC400"
"374","Mississippi Mass Choir","SOQEDJS12A8C132F42","It Came To Pass (Part II)","TRAJOES128F4245ED3"
"375","ColdWorld","SOBADNN12AAF3B1F5D","Schmerzensschreie","TRAJOZN128F92D688E"
"376","Mannheim Steamroller","SOQHYAX12CF530D50C","(Everybody's Waiting For) The Man With the Bag","TRAJOPH12903CE6732"
"377","Shriekback","SOXSNIW12AB018681A","Running On The Rocks","TRAJODO12903CD7591"
"378","John Tchicai","SOIAZPH12A8C135BA6","Faroe Cave Song","TRAJOUG128F4276434"
"379","Bert Kaempfert","SONBIEL12AB018234B","Cha Cha Brasilia","TRAJOYN128F9308712"
"380","The Ruby Suns","SOKZFPW12A67FFB3C6","Function Of The Sun","TRAJOLQ128EF346088"
"381","Luke Bryan","SOJQLZR12AB018909F","What Country Is","TRAJMZL12903CA4807"
"382","2 Minutos","SOWMJNZ12AB017E8CD","Vos No Confiaste","TRAJMQE128F9322DDD"
"383","Michelle Tumes","SOBGPTR12A6BD548CD","There Is A Redeemer (Your Love Broke Through Album Version)","TRAJMXE128EF34BA9E"
"384","John Mayall & The Bluesbreakers","SOGPDBF12A6D4F7FAB","Blues City Shake Down","TRAJMDE128F14898B2"
"385","The Fabulous Thunderbirds","SOAIJKC12A8C131D6F","Why Get Up","TRAJMEL128F4262B4A"
"386","Varios","SOIVCUR12AB018E3A2","Zurezko Olerkia","TRAJRYA12903CDA1F2"
"387","Mike Brooks","SOGJVNZ12AB0185170","Woman of Shiloh","TRAJRMZ128F932DC12"
"388","The Fabulous Thunderbirds","SOUATZO12AAF3B23A7","When I Get Home","TRAJRYM128F92DF1A6"
"389","Wailing Souls","SOENIVE12AB0187ACE","I Am a Rasta Man","TRAJRMC12903CA7ECF"
"390","Kathy Mattea","SOCLCWX12A8C133EC0","The Southern Soldier Boy","TRAJRTY128F426CF1F"
"391","This Moment","SOHEGVA12A8C13D81C","Bon Demain","TRAJRXL128F42760EC"
"392","Greg Vaccariello","SONUJOP12AB018E6C9","Mom's Phone","TRAJRLX12903CC0D7A"
"393","Symphony in Peril","SOKOFFJ12AB018F6A1","Inherent Scars","TRAJRBF12903CDCA3F"
"394","The Perrys","SOOCZVQ12A8C13C7CE","He's Leading The Way","TRAJRZL128F42699D5"
"395","J.C. Lodge","SOFRPPE12A6D4FAB3E","Dub It","TRAJRMO128F421FA6F"
"396","Usher","SOUVKXW12A8C1427AC","Trading Places","TRAJRIT128F92F4352"
"397","Gary Moore","SOSNIRJ12A6D4FA0BD","Nothing's The Same","TRAJYRB128F1491A59"
"398","Ronny Eriksson","SOPMACA12AB018B52A","En fet man","TRAJYHT12903CC8F90"
"399","Spiral Stairs","SOVYKHK12AC3DF4D3A","Stolen Pills","TRAJYTQ12903CDEF60"
"400","John Mayall","SOYPQHV12A67ADF698","Now I Got A Woman","TRAJYKE128F92E25D7"
"401","Attack Attack","SODYLAQ12AB0181CDC","Outro","TRAJYXI12903CF8185"
"402","George Lopez","SOZEIRC12AB018A634","Memmer?... U Memmer!","TRAJAVF12903CD4825"
"403","Les Ogres De Barback","SOVFCKE12A8C141CF4","Flamme & co","TRAJAHW128F429691D"
"404","Roy Rogers","SOAOTOX12A58A7C308","My Chickasay Girl","TRAJADN128EF3453AE"
"405","Brent Lamb","SOGZIDZ12AB017F90F","All The Difference In The World","TRAJATQ128F92F6DC2"
"406","Vodka Collins","SOGQXFS12A8C138FA1","See You Comin'","TRAJAYH128F427ADE6"
"407","Coffinberry","SOWGAUD12A58A76907","Welcome To Hell","TRAJAPH128F4271357"
"408","Rokia Traoré","SOBMHDZ12A58A79364","Koronoko","TRAJAXB128F92C65CD"
"409","Lonnie Brooks","SONCMAJ12AB017A938","Mama Talk To Your Daughter (take 2)","TRAJAAV128F92DCF5F"
"410","Joe Rogan","SOMCMRN12AC3DF400A","Telepathy/Ted Haggard Got Cured of the Gay","TRAJAZS12903CE7594"
"411","Janitor Joe","SOMMAVY12A8C1327AF","Boyfriend","TRAJARM128F426379B"
"412","Charlie Peacock","SOYJKEB12A8C138723","Night Won't Last Forever_ The (Kingdom Come Album Version)","TRAJATA128F4266FC5"
"413","Mastodon","SOEFTHD12A8C13EC47","Megalodon","TRAJAZP128F4290FF9"
"414","I Wayne","SOQHIVV12A6D4FB2BE","Grow Proper","TRAJABU128F4239037"
"415","Young-Holt Unlimited","SOLGASB12A58A79460","We've Only Just Begun (LP Version)","TRAJASJ128F1492899"
"416","Jazzy B","SOMBWDW12A6D4F7248","Soorma","TRAJAGW128EF3664E1"
"417","Brenda Boykin","SOXIBUG12AB018914B","Be My Lover","TRAJAZY12903CDD671"
"418","Roger Reynolds","SOSZOXP12A6D4FB9A9","Binaural Presentation - Focus On A Beam Emptied Of Thinking_ Outward...","TRAJBQO128F421FFE8"
"419","Red Hot Chili Peppers","SOMJNVK12A6D4FC4B2","American Ghost Dance (2003 Digital Remastered)","TRAJBJG128F14A1EA1"
"420","Erik Berglund","SOPEYTA12A8C1352AB","Angel Of Heaven's Gate","TRAJBIZ128F4252408"
"421","The Del McCoury Band","SOHECOV12AB018D6A2","Asheville Turnaround","TRAJBTZ12903CB818C"
"422","Ketty DB","SONUXWL12AB0188E85","Spacer","TRAJBUD128F9357AEB"
"423","Jeff And Sheri Easter","SOOVAZY12A6D4F8CFC","Morning's Coming","TRAJBUP128F146B4CA"
"424","SOJA","SOGELYI12AB01886B1","Watch Them","TRAJBSF12903CE2759"
"425","Jim Reeves","SOXZNEF12A8C137AD7","I Guess I'm Crazy","TRAJBSL128F428A021"
"426","Sonic Subjunkies","SOMQTWO12AB0183211","Backlash","TRAJBZE128F932DA53"
"427","Toots Thielemans","SONRBMW12AB017E52D","Sophisticated Lady","TRAJBRT128F9303318"
"428","James Newton Howard","SOFFFRA12A81C2059A","Voices","TRAJBLX128F4253677"
"429","Les Hou-Lops","SOKMSOY12AB018AF1F","Pour toute la vie","TRAJBUB128F9361E0B"
"430","Tom Cochrane","SOCGBIR12A6D4F601E","Washed Away","TRAJBGL128F145C7A8"
"431","Faith Yang","SODOKPF12AB01817F4","Song 2","TRAJBOD128F9303DCD"
"432","Dead Kennedys","SOUPBKQ12AC4689EB8","Kill the Poor","TRAJNIL12903D15541"
"433","Thriller U","SOYJFCZ12A8C137848","Memories","TRAJNBE128F4255C97"
"434","R.L. Burnside","SOKLUBB12AB0182FDA","Over The Hill","TRAJNTJ12903CDB09A"
"435","The Cars","SOEQXWO12AB017D68B","Drive","TRAJNYD128F9340A32"
"436","Lennie Tristano","SOGJJMI12A8C133442","317 East 32nd","TRAJNFU128F4263469"
"437","Alex","SONBHYT12AC468A58B","Cumpagno 'e cella","TRAJNCR12903CEBAA1"
"438","Tim Wilson","SOVWTMN12A6D4F8ACF","Naked Enough","TRAJNWY128F1453771"
"439","De La Soul / MF Doom","SOCICGI12AB018AB36","Rock Co.Kane Flow","TRAJNZF12903CB22A9"
"440","Salt The Wound","SOVKFKF12A8C14348A","The Beginning","TRAJNXG12903CB474D"
"441","Rocio Jurado","SOEFBNV12A8C13DF70","Paloma Negra","TRAJNFM128F42A625C"
"442","Van Halen","SOWDZZQ12A670215BD","Can't Stop Lovin' You (Remastered Album Version)","TRAJNYU128E07856A5"
"443","Cut Copy","SOQFNLE12A6701F952","Future","TRAJNWY128E078907F"
"444","Twinkle Twinkle Little Rock Star","SONCEJF12AB018581C","Jamming","TRAJNUU12903CC8AC0"
"445","Lexi","SORVORU12AB0183685","Dial Me","TRAJSPE12903C9F712"
"446","Yahir","SOANXGF12A8C143736","Pasa el tiempo","TRAJSOQ128F92C6A6B"
"447","Jerry Lewis","SOFLOGZ12A8C13C69F","It All Depends On You","TRAJSFB128F4270AED"
"448","Red I Flight","SOVMWTZ12A8C136E39","Rock Biter (Album Version)","TRAJSJD128F4277B75"
"449","Small Faces","SOSKOHU12AB0184001","It's Too Late","TRAJSCE128F92F9AC6"
"450","Stephen Marley / Damian Marley","SOCSXBH12A58A78109","The Traffic Jam","TRAJSHB128F92FCC80"
"451","Steinski","SOUDAHM12A58A7B19A","Hot Spot (Terrible Love Mix)","TRAJSNE128F9305CFD"
"452","George Lopez","SOCNFBN12AF72A23AA","Memories","TRAJSDQ12903CD481F"
"453","Jo-El Sonnier","SOVLTPF12AC46866D7","Broken Hearted Side Of New Orleans","TRAJSML12903CEC6C5"
"454","White Heart","SOPWMAU12AB017A832","Edge Of The Dream (Emergency Broadcast Album Version)","TRAJSKN128F92F9046"
"455","Tommy Sands","SOLSRIT12A58A79324","Sing Boy Sing","TRAJSQK12903CB1099"
"456","DJ Harry","SOIOWYG12AB018751B","Shadows","TRAJSRM12903CA068C"
"457","Chuck Wicks","SOYTXMF12AB0179B2C","If We Loved","TRAJSNU128F92F2AC0"
"458","Beyoncé","SOYNBBT12A8AE46457","Irreplaceable (Irreemplazable)","TRAJSRH128F425DDC7"
"459","Charlie Khan","SOXCEGC12AB018A0BD","Beautiful When You're Green","TRAJSIX12903CBAE2B"
"460","Enter the Haggis","SOKLPTD12AC4688044","Widow's Walk","TRAJSCN12903D0CBAA"
"461","Cali","SOBIJGQ12A8C131C8F","Resistance","TRAJSQA128F4263330"
"462","The Chi-Lites","SOPLOFR12AB01819B3","Love Of My Life","TRAJSCW128F9335F78"
"463","Scar Symmetry","SOEMFLG12CF530D4F6","Deviate From The Form","TRAJFCB128F427FE87"
"464","Willie Bobo","SOHMWJD12A6D4FAB76","Dichoso","TRAJFEM128F14A2DF4"
"465","John Sebastian","SOWENLZ12AB017F81F","Sportin' Life","TRAJFSU128F92E9E3C"
"466","Tito Puente","SOKCUMS12AB018D4A0","Mambo Tipico","TRAJFCC12903CC55AD"
"467","Ricardo Arjona","SOPHJIS12AC3DF5FA3","La mujer que no sone (Album)","TRAJFMH12903D052DC"
"468","Lifehouse","SOQLWQU12A8C13C87E","Better Luck Next Time","TRAJFFF128F429874A"
"469","Silverchair","SORKKTY12A8C132F3E","The Door","TRAJFDU128F426A5F4"
"470","Carlos Ponce","SOVRVBI12A8C13AA09","Todo Lo Que Soy","TRAJFHV128F4274FC0"
"471","B.B. King","SOAEUQV12AB01813F8","Early In The Morning","TRAJFRJ128F9328FF1"
"472","Tyrone Wells","SOSAFCZ12AAFF41CD4","Baby Don't You Change","TRAJFQF128F92E354E"
"473","Andre Verchuren","SOTWWLY12A6D4FAF77","Valse Des Montagnes","TRAJFYH128F4246121"
"474","Scar Symmetry","SOZSSCO12AF72A554D","The Three-Dimensional Shadow","TRAJFYK128F42579B0"
"475","Wet Wet Wet","SORGAWM12A8C135D4C","Weightless (Demo)","TRAJDVT128F4252F37"
"476","Michael Jackson","SOXOMUO12AF72AA7D1","Dirty Diana","TRAJDHN128F92C2EEF"
"477","AFS","SOSGLIB12A6D4FB68D","Mother's Day Part 1","TRAJDSQ128F14AEABD"
"478","Smart Alex","SOJMTNS12AB017DA66","Chinz Ninja (Rui Da Silva mix)","TRAJDCS128F92F9236"
"479","She Satellites","SOBDFTE12AB017ECA9","No-Satellites","TRAJDAK128F932DAA0"
"480","OutKast","SOTEZMZ12A8C138355","Call Of Da Wild","TRAJDGB128F42882AC"
"481","Bukka White","SOXHAHK12A6D4FBEBA","Single Man Blues","TRAJDRG128F4217923"
"482","Jim Reeves","SOPQNUE12A8C13DB5A","I'd Like To Be","TRAJDTK128F429FFDF"
"483","Saman","SOKRRKZ12AB0182EF8","Roorasty","TRAJDCP128F933B55B"
"484","Elliot Goldenthal","SOZWBQS12A8C13701C","Arrows Of The Gods","TRAJEEW128F4280555"
"485","Tsar","SOPRQKQ12A6D4F82CE","Conqueror Worm","TRAJEBQ128F146E00E"
"486","Ice","SOIMZSM12AB0188CB8","Time Will Tell","TRAJEYL128F931B518"
"487","Rea_ Chris","SOVOBYK12A67ADD753","E","TRAJEZT128E0795DF3"
"488","Spiral Stairs","SOHLATT12AC3DF4D4B","Ladies And Gentlemen","TRAJEYM12903CDEF6A"
"489","Casual","SOZWTCR12A58A7BA31","Classic Material","TRAJENI128F425B7F4"
"490","Martin Sexton","SOFXOIF12AB0182415","White Christmas","TRAJEDV128F93218B9"
"491","Dino","SOFBLKT12AB018A5E3","Wonderful Peace","TRAJESP12903CBC0B0"
"492","Claire Elzière","SOPAKUZ12A8C13F02B","Au mariage des Levon-Lecu (Live)","TRAJEOD12903CC065D"
"493","Luke Vibert","SOZTOSX12AC468AD34","Mate Tron","TRAJEUV12903D15D6D"
"494","Dave Valentin","SOZCDMD12AAF3B2185","San Juan","TRAJEIK128F92F19EA"
"495","Jimmy Burns","SOJIIDB12AB017BC10","Groovin' With Jimmy","TRAJENI128F9300B02"
"496","Eddie Turner","SOMARVB12A6D4FAE82","Secret","TRAJLET128F42184C5"
"497","Jean-Jacques Goldman","SORBLTE12A8AE47D0F","La Vie Par Procuration","TRAJLEC128F93385A1"
"498","Vrse Murphy","SOSFOAG12AB018C8A0","Cremona (Instrumental)","TRAJLSJ12903CC49A6"
"499","Barbara Lusch","SOHKJEN12A81C23935","Come On-a My House","TRAJLNF128F422658C"
"500","Saga","SOQQHZK12A8C144617","Believe","TRAJLOY128F92E4EAF"
"501","Patti Smith","SOQDFVR12A8C13A3EF","Wing","TRAJLOR128F428CCC9"
"502","Gary Hobbs","SOXGTSO12A6D4F8FC4","Soñando En Ti","TRAJLRX128F4271A2C"
"503","Paul Glazby","SOYETRS12AB018A8F2","Beautiful","TRAJLJY12903CAF344"
"504","C.C. Adcock","SOWFICG12AB0181787","Loaded Gun","TRAJLYW128F9313A2F"
"505","Art Blakey's Jazz Messengers","SOTZSWX12A8C13BF03","A Night in Tunisia","TRAJLIV128F42882D8"
"506","White Heart","SOVAPNH12A8AE46E05","Nothing But The Best","TRAJLKH128F422C613"
"507","Joshua Rifkin","SOHDWYM12A8151AF55","Fig Leaf Rag  (LP Version)","TRAJLGV128F4232684"
"508","The Chap","SOSBLBE12AC3DFB104","Gimme Legs","TRAJPCX12903CE8ACB"
"509","Richard Lloyd","SOMRDBW12A6D4F9F07","Number Nine (LP Version)","TRAJPPJ128F1497140"
"510","Rainbow","SOJOBVT12A6701E062","Can't Happen Here","TRAJPUF128E0784808"
"511","Leroy Hutson","SOQXZYK12AB018668A","Love The Feeling - Original","TRAJPXA128F933A565"
"512","June Hutton","SOWSLLQ12A8C13B3A6","For The First Time","TRAJPTE128F429AEC2"
"513","Paul Cantelon","SOHRHJZ12A8C13A6DC","Mary In Labor","TRAJPNM128F426C3F0"
"514","Marc Et Claude","SOQTYFH12A6D4F932E","La (Moonman's Flashover Mix Edit)","TRAJPWL128F145E107"
"515","David Banner","SOKASNE12A6D4F850B","Bush","TRAJPIK128F1460C83"
"516","Adam Ant","SOJSXXC12A8AE47C35","Friend Or Foe","TRAJPPX128F4259FD4"
"517","Pee Wee Crayton","SOLVEAC12AAF3B2DC2","Pee Wee's Boogie","TRAJPXP128F92E0ABE"
"518","The Rapture","SOHOOXT12A67ADA073","The Devil","TRAJPIQ128F14819A8"
"519","Fläskkvartetten / Thåström","SOYYBVG12AB018B563","t.k.k.","TRAJPZH128F93554AA"
"520","Ice","SOLEETR12AB018A09C","Shining","TRAJPNM12903CCB61E"
"521","Christos Dantis","SOGEGWE12A8C13E6F0","Kenourgia Fotia","TRAJWGJ128F42ADC43"
"522","Mark Ashley","SOMPBTH12A8AE48A8B","I've never been so Lonely","TRAJWVB128F4243830"
"523","Walter Jackson; Arranged & conducted by Riley Hampton","SOXMCZC12A8C13402A","Moonlight In Vermont","TRAJWRT128F42706DF"
